900
11	316	24		237	316	89		27	317	97		238	317	20		293	317	45
297	317	83		18	318	-82		81	318	42		132	318	71		275	319	57
62	320	23		74	320	17		165	321	57		76	322	18		78	322	40
196	322	-69		247	322	97		248	322	17		269	322	13		282	322	28
44	323	-69		127	323	19		251	323	43		87	324	-98		144	324	47
232	325	63		259	325	24		63	326	-59		157	326	69		165	326	26
325	326	99		21	327	70		177	327	93		255	327	56		305	327	10
313	327	38		80	328	42		310	328	61		104	329	2		285	329	80
218	330	69		44	331	12		61	331	14		81	331	54		212	331	43
240	332	60		316	333	5		330	333	98		315	334	83		217	335	38
220	335	39		96	336	-38		192	336	54		303	336	15		14	337	95
135	337	-13		232	337	29		43	338	98		47	338	19		75	338	74
205	338	44		324	339	57		19	340	-61		245	340	16		317	340	71
51	341	-24		72	341	67		118	341	63		333	341	91		101	342	93
322	342	22		2	343	25		127	343	31		258	343	53		24	344	17
322	344	99		101	345	20		162	345	61		214	345	72		308	345	44
20	346	51		98	346	16		210	346	48		255	346	13		313	347	1
345	347	31		1	348	1		146	348	60		336	348	55		218	349	52
62	350	3		196	350	24		238	351	58		262	351	45		284	351	94
322	351	77		185	352	83		36	353	-69		50	353	-82		143	353	57
231	353	52		253	353	91		63	354	41		157	354	88		328	354	25
213	355	34		63	356	47		105	356	75		127	356	52		261	356	19
274	356	5		201	357	-89		220	357	40		317	357	8		331	357	81
14	358	57		74	358	3		123	358	84		183	358	-4		42	359	21
98	359	59		118	359	9		128	359	64		93	360	20		104	360	63
176	360	44		45	361	61		178	361	55		215	361	81		10	362	28
217	362	22		323	363	68		362	363	56		128	364	76		319	364	57
5	365	-19		134	365	47		160	365	69		202	365	66		271	366	-83
8	367	-79		196	367	45		278	367	61		335	367	54		43	368	11
238	369	-26		278	369	21		307	369	59		90	370	-27		277	370	2
359	370	49		58	371	-10		368	371	96		25	372	-9		134	372	37
213	372	58		324	372	81		329	372	21		331	372	15		273	373	85
329	373	39		13	374	0		322	374	-91		192	375	24		276	375	6
108	376	77		216	376	62		201	377	97		310	377	12		36	378	29
83	378	83		43	379	16		133	379	9		272	379	60		102	380	94
103	380	87		181	380	48		198	380	48		367	380	4		61	381	91
88	382	15		111	382	17		381	382	80		180	383	75		310	383	43
371	383	55		19	384	5		87	384	21		234	384	11		330	384	50
118	385	10		132	385	40		193	385	51		340	385	23		26	386	50
60	386	-40		262	386	78		322	386	37		291	387	47		351	387	40
362	387	58		321	388	45		323	388	52		84	389	44		238	389	21
254	389	93		14	390	59		314	390	-80		131	391	57		183	391	5
30	392	7		42	392	12		80	392	77		327	392	75		69	393	34
80	393	2		175	393	98		203	393	8		326	393	95		122	394	73
132	394	16		286	394	16		65	395	97		265	395	20		158	396	33
260	396	28		315	396	98		360	396	18		113	397	20		194	397	1
227	397	99		260	397	97		267	397	44		56	398	9		305	398	77
183	399	27		211	399	70		290	399	82		315	399	1		32	400	52
46	400	65		399	400	91		48	401	-56		34	402	60		277	402	97
351	402	29		398	402	48		93	403	6		353	403	80		18	404	87
39	404	84		99	404	65		259	404	34		385	404	11		44	405	24
184	405	66		331	405	24		348	405	79		53	406	87		230	406	38
29	407	-51		374	407	29		58	408	2		128	408	55		217	408	52
367	408	69		371	408	6		68	409	6		201	409	81		271	409	78
284	409	67		359	409	59		363	409	22		117	410	60		123	410	27
321	410	63		361	410	32		63	411	43		138	411	-53		143	411	39
280	411	34		300	412	76		333	412	95		371	412	32		113	413	79
146	413	40		382	413	34		178	414	51		203	414	83		323	414	12
174	415	14		246	415	69		381	415	62		37	416	-90		150	416	-35
182	416	30		279	416	86		330	416	38		397	416	35		32	417	8
66	417	49		87	417	36		155	417	1		179	417	93		415	417	98
264	418	24		325	419	40		350	419	31		362	419	5		39	420	88
234	420	78		353	420	89		376	421	23		414	421	11		57	422	96
137	422	91		174	422	32		230	422	13		299	422	69		20	423	82
283	423	94		138	424	17		166	424	22		179	424	65		196	425	-17
342	425	61		344	425	77		347	425	78		397	425	69		27	426	82
260	426	8		348	426	44		395	426	45		38	427	25		66	427	39
72	427	76		1	428	-89		72	428	51		74	428	59		379	428	58
110	429	17		230	429	48		330	429	50		341	429	75		76	430	31
101	430	90		182	430	6		312	430	46		205	431	-48		349	431	-54
291	432	66		298	432	0		381	432	60		70	433	44		160	433	1
274	433	62		50	434	49		70	434	26		209	434	-3		264	434	85
350	434	50		430	434	31		20	435	12		23	435	-10		40	435	7
105	436	20		270	436	21		363	436	69		193	437	7		310	437	75
139	438	1		149	438	23		234	438	40		416	439	13		6	440	-91
141	440	54		151	440	-69		345	440	73		259	441	-85		71	442	85
195	443	51		220	443	93		345	443	59		394	443	85		221	444	9
227	444	5		180	445	-88		255	445	80		262	445	65		373	445	83
422	445	84		7	446	-76		109	446	-97		121	446	71		160	446	86
94	447	84		208	447	47		241	447	7		254	447	78		166	448	65
367	448	88		386	448	84		310	449	-26		160	450	89		239	450	14
403	450	83		438	450	23		16	451	15		52	451	66		59	451	77
203	452	45		313	452	80		375	452	43		30	453	69		101	453	80
104	453	44		413	453	84		218	454	69		255	454	70		355	454	27
50	455	46		99	455	38		230	455	89		328	455	6		413	455	1
425	455	53		179	456	14		381	456	33		65	457	50		106	457	80
383	457	40		422	457	91		41	458	95		116	458	30		304	458	41
272	459	7		312	459	57		28	460	68		112	461	61		271	461	79
299	461	74		31	462	80		177	462	42		152	463	87		284	463	91
317	463	36		350	463	60		358	463	22		379	463	59		18	464	66
92	464	77		238	464	91		18	465	41		88	465	4		215	465	81
221	465	65		306	465	73		414	465	78		47	466	25		110	466	2
345	466	72		391	466	46		407	466	35		26	467	10		34	467	5
329	468	18		41	469	3		197	469	4		238	469	52		366	469	89
164	470	18		256	470	-9		31	471	64		337	471	15		363	471	79
402	472	47		26	473	39		173	473	-49		233	473	21		240	474	-99
291	474	24		378	474	82		11	475	-86		19	475	46		14	476	70
74	476	5		112	476	25		295	477	80		345	477	50		61	478	16
458	478	96		249	479	-26		286	479	42		382	479	18		402	479	86
120	480	17		245	480	22		39	481	20		175	481	10		259	481	99
287	481	60		450	481	74		476	481	6		61	482	93		119	482	35
362	482	79		24	483	10		160	483	83		190	483	98		454	483	78
84	484	85		11	485	88		83	485	91		85	485	69		226	485	-23
343	485	50		363	485	31		191	486	75		236	486	77		241	486	11
335	486	-87		14	487	90		115	487	53		215	487	21		1	488	-57
59	488	18		174	488	14		199	488	45		318	488	70		360	488	61
83	489	13		84	489	93		218	489	9		481	489	60		18	490	31
193	490	61		74	491	2		360	491	29		161	492	29		249	492	8
334	492	56		372	492	2		11	493	0		356	493	40		391	493	99
458	493	32		325	494	59		417	494	48		46	495	88		150	495	58
295	495	95		334	495	50		93	496	63		281	496	86		379	496	66
404	496	-89		382	497	91		79	498	0		121	498	36		122	498	58
155	498	94		310	498	30		380	498	5		91	499	71		133	499	4
177	499	96		294	499	-97		418	499	73		439	499	5		451	500	77
57	501	83		101	501	12		371	501	-71		85	502	7		194	502	2
330	502	34		388	502	3		424	502	36		453	502	14		57	503	66
104	503	81		367	503	5		52	504	31		80	504	29		115	504	76
315	504	48		44	505	-52		69	505	18		197	505	87		293	505	45
302	505	66		310	505	57		319	505	-64		350	505	71		62	506	-30
162	506	3		258	506	15		43	507	-38		48	507	-8		461	507	27
503	507	4		122	508	96		233	508	62		349	508	74		390	508	70
396	508	89		419	508	80		13	509	-87		176	509	80		214	509	9
354	509	50		360	509	17		29	510	19		323	510	77		103	511	34
169	511	7		325	511	51		458	511	78		43	512	77		200	512	75
13	513	59		156	514	66		502	514	17		12	515	73		458	515	69
466	516	90		507	516	77		157	517	40		176	517	90		282	517	52
44	518	-59		84	518	49		125	518	84		159	518	22		285	518	5
337	518	59		5	519	-56		129	519	56		271	519	23		393	519	53
7	520	35		138	520	36		152	520	84		295	520	96		329	520	82
124	521	46		148	521	50		207	521	84		500	521	31		193	522	40
282	522	52		306	522	18		379	522	96		506	522	3		98	523	94
364	523	77		432	523	22		433	523	55		264	524	-81		310	524	24
397	524	49		432	524	15		463	524	46		6	525	-7		135	525	49
420	525	45		46	526	-95		203	526	13		285	526	3		340	527	23
484	527	33		99	528	16		130	528	-86		258	528	63		181	529	73
187	529	83		360	529	25		413	529	92		524	529	24		527	529	91
245	530	80		280	530	55		88	531	36		289	531	83		292	531	56
102	532	24		434	532	7		498	532	71		506	532	54		70	533	88
281	533	26		448	533	75		503	533	77		55	534	10		70	534	60
182	534	98		202	534	23		214	534	17		237	534	67		9	535	65
43	535	54		222	535	15		223	535	15		357	536	-95		402	536	82
431	536	-91		220	537	24		278	537	45		328	537	73		420	537	5
104	538	94		425	538	93		16	539	87		150	539	6		9	540	34
187	540	95		316	540	71		323	540	12		34	541	52		128	541	92
143	541	24		272	541	0		304	541	39		375	541	3		404	541	39
401	542	32		472	542	90		475	542	57		27	543	59		41	543	48
153	543	98		233	543	32		117	544	26		259	544	64		442	544	-69
96	545	45		269	545	88		296	545	86		350	545	-89		361	545	30
13	546	25		151	547	0		254	547	99		47	548	92		172	548	63
293	548	31		69	549	-98		86	549	62		97	549	43		336	549	54
355	549	32		525	549	14		76	550	7		280	550	53		404	550	99
6	551	96		220	551	67		290	551	86		320	551	-23		154	552	49
245	552	25		300	552	12		415	552	14		56	553	15		334	553	11
4	554	16		162	554	92		300	554	55		310	554	91		3	555	71
22	555	68		144	555	71		531	555	49		173	556	34		327	556	73
334	556	23		392	556	36		168	557	34		200	557	28		306	557	76
474	557	47		274	558	-48		340	558	41		33	559	38		134	559	3
171	559	31		238	559	29		253	559	33		549	559	65		118	560	84
239	560	39		484	560	78		27	561	14		73	561	-36		147	561	88
228	561	97		34	562	64		368	562	24		378	562	79		449	562	48
141	563	4		555	563	27		499	564	9		9	565	85		53	565	85
448	565	77		163	566	-45		197	566	-53		311	566	61		329	566	71
178	567	69		185	567	13		466	567	29		399	568	-3		153	569	72
199	569	7		363	569	33		456	570	68		86	571	97		212	571	71
492	571	13		63	572	49		222	572	18		429	572	79		487	572	39
520	572	-11		535	572	39		123	573	48		150	573	23		216	573	48
300	573	20		34	574	-81		336	574	57		338	574	95		421	574	5
43	575	78		256	575	49		345	575	40		420	575	44		50	576	87
206	576	14		234	576	64		251	576	16		514	576	35		221	577	9
269	577	35		472	577	15		92	578	96		121	578	41		136	578	87
253	578	25		259	578	57		260	578	57		289	578	12		95	579	36
282	579	24		402	579	36		423	579	85		484	579	34		516	579	21
46	580	-89		94	580	62		210	580	4		229	580	0		251	580	6
51	581	-78		287	581	96		290	581	34		333	581	24		414	581	58
512	581	94		532	581	63		23	582	90		116	582	89		143	582	6
296	582	85		372	582	75		498	582	70		555	582	54		39	583	14
102	583	91		104	583	68		138	583	71		242	583	20		463	583	19
73	584	15		136	584	67		199	584	19		201	584	65		281	584	66
490	584	-85		527	585	52		111	586	-40		145	586	47		153	586	14
192	586	70		199	586	24		225	586	37		288	586	70		323	587	25
373	587	66		494	587	77		168	588	17		324	588	54		424	588	10
447	588	-86		481	588	27		491	588	-96		522	588	91		528	588	45
83	589	73		86	589	4		497	589	70		22	590	52		321	590	50
467	591	71		584	591	92		86	592	10		128	592	79		157	592	1
173	592	5		402	592	21		5	593	52		41	593	65		61	594	24
207	594	91		218	594	33		316	594	14		560	594	10		109	595	88
275	595	62		302	595	6		16	596	-5		106	596	54		411	596	30
72	597	65		471	597	14		12	598	50		67	598	12		115	598	81
123	598	91		124	598	5		129	598	55		233	598	41		236	598	87
564	598	35		570	598	18		145	599	11		372	599	41		595	599	53
117	600	42		181	600	44		406	600	56		131	601	76		190	601	44
230	601	64		352	601	61		521	601	97		10	602	38		124	602	70
144	602	84		352	602	14		401	602	51		530	602	18		589	602	40
71	603	52		141	603	-50		248	603	38		267	603	63		293	603	-38
299	603	42		370	603	38		580	603	80		114	604	3		286	604	72
422	604	0		512	604	73		73	605	80		101	605	-80		122	605	19
158	605	2		480	605	16		141	606	15		525	606	58		598	606	44
284	607	-20		338	607	14		361	607	42		431	607	42		48	608	73
91	608	6		156	608	70		199	608	88		313	608	50		427	608	68
508	608	83		13	609	46		83	609	44		161	609	87		203	609	47
330	609	-44		269	610	67		402	610	44		46	611	49		250	611	38
272	611	-4		572	611	2		206	612	51		220	612	80		39	613	4
452	613	87		518	613	62		557	613	82		602	613	79		612	613	62
1	614	84		97	614	13		325	614	95		535	614	61		56	615	72
65	615	32		150	615	38		152	615	8		349	615	77		207	616	85
511	616	96		512	616	86		612	616	11		247	617	-65		265	617	17
319	617	-51		81	618	0		112	618	62		299	618	11		340	618	92
447	618	82		504	618	13		564	618	81		314	619	-13		483	619	49
52	620	82		465	620	81		183	621	40		499	621	92		605	621	63
607	621	27		308	622	39		424	622	2		451	622	30		541	622	11
119	623	34		129	623	15		301	623	65		408	623	18		484	623	13
124	624	89		215	624	61		338	624	11		169	625	-27		226	625	95
260	625	14		334	625	60		491	625	48		499	625	51		179	626	44
195	626	5		593	626	8		135	627	89		354	627	26		365	627	18
377	627	-72		611	627	51		36	628	-77		115	628	-53		124	628	81
260	628	45		407	628	95		86	629	-60		112	630	-1		323	630	20
455	630	85		494	630	26		383	631	28		397	631	15		404	631	51
514	631	52		85	632	87		176	632	38		296	632	22		479	632	9
579	632	59		607	632	14		2	633	-81		60	633	-77		285	633	80
440	633	69		557	633	44		65	634	43		87	634	58		196	634	7
197	634	72		287	635	6		343	635	47		378	635	8		400	635	80
415	635	14		517	635	4		122	636	37		206	636	5		213	636	83
255	636	97		1	637	-83		120	637	88		198	637	67		591	637	83
8	638	-97		77	638	67		354	638	86		413	638	95		173	639	91
237	639	-96		321	639	65		551	639	99		579	639	26		226	640	26
267	640	81		363	640	48		371	640	69		20	641	30		84	641	77
134	641	60		308	641	52		346	641	16		401	641	44		535	641	96
617	641	3		12	642	34		342	642	20		380	642	46		443	642	75
57	643	87		403	643	15		433	643	78		540	643	74		32	644	75
67	644	19		226	644	88		337	644	77		426	644	65		488	644	77
501	644	93		587	644	51		48	645	37		362	645	17		372	645	10
396	645	80		404	645	80		17	646	90		30	646	47		286	646	99
389	646	97		495	646	23		218	647	71		338	647	34		411	647	93
459	647	47		588	647	78		592	647	53		153	648	98		392	648	85
584	648	94		600	648	47		6	649	-10		251	649	78		409	649	87
429	649	8		482	649	97		546	649	20		645	649	77		8	650	51
13	650	70		489	650	89		500	650	42		540	650	51		615	650	16
146	651	59		324	651	99		462	651	6		544	651	48		95	652	36
253	652	70		345	652	41		612	652	63		646	652	49		167	653	0
228	653	-39		291	653	16		558	653	33		137	654	-48		226	654	14
262	654	58		329	654	85		643	654	82		192	655	25		279	655	10
447	655	10		585	655	66		647	655	30		256	656	33		297	656	73
369	656	35		385	657	99		602	657	75		604	657	99		639	657	90
33	658	61		298	658	27		306	658	44		521	659	24		531	659	18
598	659	5		80	660	57		209	660	8		328	660	10		377	660	-63
427	660	90		646	660	12		365	661	41		446	661	63		473	661	31
492	661	58		590	662	70		28	663	19		63	663	-53		274	663	87
276	663	65		125	664	2		181	664	54		282	664	54		349	664	27
407	664	81		428	664	42		483	664	87		184	665	-89		227	666	47
440	666	90		483	666	92		135	667	-87		350	667	87		537	667	86
39	668	86		155	668	17		270	668	96		453	668	6		438	669	-49
116	670	57		299	670	57		446	670	35		454	670	96		536	670	97
559	670	89		44	671	80		80	671	57		54	672	44		72	672	8
621	672	83		110	673	39		515	673	11		108	674	67		361	674	63
591	674	86		55	675	15		57	675	60		331	675	45		431	675	12
162	676	69		204	676	-25		326	676	55		498	676	94		672	676	67
111	677	36		287	677	59		362	677	38		404	677	84		91	678	44
95	678	36		175	678	73		183	678	66		300	678	26		394	678	35
432	678	9		525	678	53		618	678	18		51	679	-30		79	679	90
95	679	92		113	679	-74		480	679	27		610	679	9		10	680	-86
124	680	63		179	680	2		659	680	94		142	681	-44		461	681	16
557	681	62		22	682	30		402	682	73		529	682	22		588	682	97
630	682	39		26	683	75		160	683	32		391	683	94		453	683	74
663	683	88		346	684	38		569	684	20		612	684	66		146	685	57
223	685	76		308	685	98		363	685	43		583	685	31		263	686	45
441	686	37		464	686	99		570	686	5		162	687	0		175	687	95
244	687	16		280	687	3		385	687	15		25	688	42		41	688	9
343	688	5		460	688	9		90	689	33		350	689	11		379	689	22
393	689	16		543	689	30		547	689	67		686	689	17		28	690	57
212	690	85		464	690	39		643	690	83		90	691	42		447	691	31
455	691	3		515	691	85		594	691	29		28	692	95		326	692	45
364	692	45		490	692	40		680	692	69		1	693	0		158	693	5
207	693	46		346	693	62		392	693	30		262	694	54		357	694	23
609	694	65		151	695	54		310	695	15		693	695	26		97	696	58
657	696	73		678	696	18		692	696	64		163	697	73		170	697	-19
217	697	34		371	697	19		497	697	79		695	697	24		221	698	6
351	698	89		601	698	58		674	698	57		123	699	36		160	699	32
161	699	54		183	699	2		199	699	88		335	699	43		474	699	0
596	699	6		645	699	53		49	700	-60		640	700	57		82	701	63
184	701	19		411	701	57		641	701	63		279	702	55		303	702	30
388	702	77		487	702	91		559	702	76		626	702	48		651	702	94
58	703	-60		304	703	27		607	703	5		634	703	38		60	704	90
492	704	65		513	704	0		652	704	88		10	705	94		79	705	3
185	705	32		390	705	56		452	705	61		687	705	50		187	706	41
286	706	66		332	706	-21		515	706	69		95	707	42		200	707	67
672	707	68		188	708	77		219	708	61		543	708	59		555	708	36
565	708	31		585	708	40		610	708	90		694	708	53		265	709	35
276	709	84		401	709	2		449	709	-29		458	709	24		515	709	39
578	709	66		29	710	85		328	710	47		356	710	96		364	710	18
385	710	50		564	710	8		673	710	31		24	711	90		256	711	65
338	711	73		650	711	69		457	712	94		490	712	22		202	713	50
2	714	1		88	714	27		191	714	49		241	714	80		291	714	30
644	714	46		63	715	94		125	715	98		366	715	69		414	715	18
457	715	20		650	715	2		61	716	-83		129	716	57		438	716	32
470	716	38		493	716	80		705	716	72		56	717	95		118	717	2
143	717	62		211	717	26		490	717	36		564	717	34		626	717	23
631	717	-48		669	717	-72		1	718	-5		13	718	19		56	718	83
367	718	9		383	718	71		444	718	88		83	719	20		151	719	6
192	719	25		291	719	54		493	719	3		86	720	57		290	720	-69
45	721	74		206	721	34		327	721	28		341	721	83		198	722	-85
281	722	4		414	722	26		619	722	93		98	723	10		110	723	47
216	723	9		279	723	7		488	723	44		656	723	38		135	724	76
302	724	-47		377	724	34		453	724	63		513	724	-48		560	724	18
171	725	24		197	725	59		454	725	96		551	725	61		556	725	-5
571	725	49		684	725	5		61	726	15		65	726	-53		179	726	86
216	726	53		289	726	57		158	727	49		101	728	32		140	728	70
294	728	29		362	728	16		541	728	54		603	728	81		685	728	14
275	729	39		431	729	5		533	729	72		539	729	87		31	730	-3
66	730	47		193	730	6		239	730	5		435	730	23		444	730	93
601	730	18		658	730	40		691	730	1		20	731	24		29	731	7
32	731	36		175	731	79		202	731	37		251	731	-77		503	731	-96
593	731	25		602	731	30		51	732	-21		549	732	67		47	733	20
204	733	32		295	733	-6		490	733	37		618	733	84		65	734	94
110	734	75		252	734	-18		271	734	-18		547	734	78		719	734	93
124	735	14		275	735	79		360	735	19		378	735	67		412	735	62
469	735	84		595	735	16		606	735	65		124	736	39		486	736	52
490	736	48		587	736	74		419	737	16		559	737	77		594	737	32
110	738	9		133	738	67		252	738	58		288	738	-34		539	738	7
7	739	5		72	739	49		239	739	70		317	740	46		531	740	52
705	740	83		722	740	81		20	741	94		76	741	22		139	741	29
284	741	28		344	741	40		550	741	7		646	741	3		323	742	91
546	742	12		587	742	73		442	743	48		526	743	30		16	744	36
265	744	35		444	744	64		465	744	75		490	744	39		536	744	15
556	744	99		143	745	99		243	745	-45		248	745	67		306	745	20
537	745	71		596	745	69		609	745	69		688	745	31		720	745	10
115	746	-66		265	746	64		334	746	93		343	746	47		402	746	37
139	747	37		148	747	87		59	748	31		563	748	-37		662	748	-31
8	749	84		167	749	75		212	749	1		263	749	86		474	749	76
531	749	60		652	749	32		11	750	93		231	750	6		296	750	21
359	750	54		467	750	44		718	750	77		12	751	-32		75	751	92
361	751	87		376	751	64		409	751	90		547	751	73		596	751	62
654	751	97		698	751	34		716	751	98		517	752	14		532	752	-74
558	752	89		150	753	8		219	753	74		347	753	47		513	753	-89
630	753	69		217	754	98		131	755	20		159	755	-52		702	755	7
728	755	48		750	755	64		4	756	48		21	756	16		62	756	23
556	756	32		650	756	71		697	756	79		191	757	11		208	757	81
217	757	40		316	757	16		487	757	61		552	757	29		585	757	7
604	757	93		240	758	73		383	758	12		154	759	46		421	759	34
8	760	84		47	760	75		121	760	82		219	760	23		244	760	40
245	760	90		596	760	26		25	761	83		200	761	69		511	761	89
758	761	75		760	761	9		95	762	-3		290	762	47		298	762	60
308	762	11		450	762	-85		531	762	83		536	763	88		105	764	83
199	764	21		419	764	14		423	764	58		554	764	39		720	764	-73
759	764	38		264	765	-12		417	765	18		553	765	98		10	766	72
20	767	72		123	767	27		127	767	-8		185	767	27		443	767	72
473	767	8		543	767	39		581	767	39		732	767	84		765	767	81
